PGC,Name,RAJ2000,DEJ2000,TT,Bmag,Ksmag,logK,HRV,VLS,Dist,e_Dist,PGC1,CF3
5064912,"SDSSJ025957.65+001545.4",44.9903,0.2626,,19.29,15.28,7.9,1642,1677,,,5064912,0
1162351,"PGC1162351",45.2996,0.303,9.0,17.64,15.73,8.17,2793,2827,,,1162351,0
1169385,"PGC1169385",44.8105,0.5664,10.0,17.16,15.78,8.15,2773,2810,,,1169385,0
11153,"UGC02429",44.2876,1.3263,9.0,14.8,12.88,8.93,1776,1818,30.62,25,11153,1
1198049,"PGC1198049",44.8296,1.5429,,18.2,15.38,8.34,2877,2918,,,1198049,0
11639,"UGC02535",46.5489,1.5921,9.9,16.69,13.93,8.95,2968,3004,,,11639,0
1210443,"PGC1210443",45.8383,1.9259,,17.03,14.13,8.75,2594,2633,,,1210443,0
1230912,"PGC1230912",45.2473,2.566,,16.39,12.4,9.65,3298,3342,,,1230912,0
11156,"IC0273",44.2948,2.7751,0.9,13.67,10.21,10.5,3188,3236,35.81,18,11156,1
10942,"NGC1137",43.5114,2.9621,3.0,13.0,10.03,10.53,3042,3094,,,10942,0
11336,"IC0277",44.9609,2.7713,4.0,13.44,10.22,10.4,2849,2895,,,11336,0
11230,"NGC1153",44.5429,3.3619,-1.5,13.09,9.12,10.92,3126,3176,,,11230,0
11265,"UGC02446",44.6727,3.4349,-5.0,14.06,10.76,10.26,3104,3154,,,11230,0
11252,"UGC02441",44.5921,3.8627,6.4,12.88,10.7,10.27,3053,3105,34.04,18,11252,1
12188,"PGC012188",49.2593,3.6494,8.0,15.64,11.18,9.02,890,925,,,12188,0
10588,"UGC02275",41.9909,3.8855,8.8,13.38,11.11,9.19,1025,1086,,,10588,0
10861,"UGC02352",43.0221,4.3701,9.4,15.86,14.4,8.34,1809,1869,,,10861,0
10813,"PGC010813",42.7689,4.4535,5.0,14.58,11.66,8.96,1010,1071,,,10813,0
100744,"PGC100744",41.9466,5.5889,10.0,15.77,13.42,8.6,1519,1587,,,100744,0
11178,"UGC02432",44.3612,10.1365,8.8,15.74,13.84,7.87,759,838,,,11178,0
87291,"PGC087291",41.3203,9.5511,9.0,16.21,13.87,9.1,3391,3478,,,87291,0
4668292,"HIPASSJ0237+12",39.3276,12.5188,9.0,,13.43,8.25,960,1066,,,4668292,0
5072714,"Galfa=dw3",44.7342,13.63,,,21.0,4.75,529,621,,,5072714,0
14149,"UGC02905",59.2514,16.5232,9.7,13.95,12.2,7.76,292,347,8.13,18,14149,1
4668293,"HIPASSJ0341+18",55.5081,18.1418,8.0,,12.89,8.68,1297,1371,,,4668293,0
1601696,"PGC1601696",58.2459,19.6832,2.1,16.85,12.78,9.49,3249,3320,,,1601696,0
12514,"UGC02684",50.0988,17.2957,10.0,15.09,13.5,7.47,350,439,,,12719,0
12719,"UGC02716",51.0311,17.7535,7.9,14.22,11.5,8.28,381,468,,,12719,0
13465,"UGC02809",54.8877,19.7843,9.6,14.66,12.59,8.8,1288,1370,,,13465,0
13557,"UGC02816",55.2995,24.0126,6.0,13.45,11.91,9.06,1260,1358,,,13557,0
2807105,"PGC2807105",33.114,10.333,10.0,,13.83,8.57,1740,1857,,,2807105,0
138508,"PGC138508",33.0968,13.2079,8.0,16.77,13.8,8.79,2243,2372,,,138508,0
1468320,"PGC1468320",29.8612,14.8342,2.9,15.85,13.27,8.95,2090,2235,,,1468320,0
7849,"NGC0803",30.9365,16.0309,5.3,12.02,9.98,10.27,2101,2247,21.68,14,7849,1
1462017,"PGC1462017",39.4243,14.5934,,15.73,12.17,8.76,968,1082,,,1462017,0
2832054,"PGC2832054",40.8565,16.7333,10.0,,14.69,7.63,818,935,,,2832054,0
10177,"UGC02168",40.2538,17.4313,9.7,16.68,14.99,7.48,784,906,,,10177,0
10768,"PGC010768",42.5821,19.1121,9.0,14.69,12.27,8.92,1241,1362,11.38,18,10768,1
2807172,"PGC2807172",43.9071,19.634,10.0,,9.65,9.39,579,697,,,2807172,0
10127,"NGC1036",40.1208,19.2971,0.0,13.29,11.04,9.07,790,919,,,10127,0
9236,"NGC0918",36.4618,18.4963,5.2,11.11,8.93,10.42,1507,1645,16.14,14,9236,1
9638,"UGC01999",37.9676,19.1531,5.7,13.62,12.92,8.48,974,1109,20.7,14,9638,1
7826,"UGC01546",30.8342,18.6296,5.4,14.56,11.92,9.6,2374,2530,,,7826,0
7517,"NGC0770",29.8067,18.9546,-4.2,13.9,10.34,10.25,2458,2618,,,7525,0
7525,"NGC0772",29.8317,19.0075,3.1,10.0,7.41,11.42,2472,2632,,,7525,0
7750,"UGC01519",30.57,19.1798,8.2,,14.08,8.76,2346,2505,,,7525,0
7663,"UGC01500",30.3006,19.6751,5.9,14.82,12.63,9.34,2434,2595,32.66,14,7525,1
87143,"PGC087143",30.3371,19.9808,6.0,16.38,14.04,8.74,2336,2498,,,87143,0
7613,"UGC01490",30.1341,21.2875,2.1,13.3,12.11,9.74,3062,3229,,,7613,0
6294,"UGC01197",25.6377,18.3057,9.8,13.91,12.73,9.41,2796,2966,33.73,14,6294,1
93843,"PGC093843",22.839,19.2136,10.0,,13.9,8.99,2924,3106,,,93843,0
6337,"PGC006337",25.8108,19.9809,9.9,16.83,13.61,7.78,499,674,,,6337,0
90569,"PGC090569",28.2919,20.6732,7.9,,14.79,8.47,2400,2571,,,90569,0
6675,"IC0163",27.3129,20.7111,7.8,13.03,10.99,10.1,2749,2923,24.89,14,6675,1
7825,"UGC01547",30.8345,22.0409,9.9,13.96,11.65,9.8,2647,2815,,,7825,0
6793,"NGC0691",27.6738,21.7599,4.0,11.69,9.04,10.92,2665,2841,38.37,14,6848,1
6719,"NGC0680",27.447,21.9708,-4.1,12.52,9.09,10.9,2800,2978,,,6848,0
6833,"IC0167",27.7856,21.9128,5.0,12.91,11.66,9.87,2935,3111,20.51,18,6848,1
6816,"NGC0694",27.7437,21.9967,-1.9,13.98,10.99,10.14,2950,3127,,,6848,0
138465,"PGC138465",27.6123,21.8808,,15.68,12.14,9.68,2765,2942,,,6848,0
6732,"IC1730",27.4914,22.0122,1.1,15.1,11.66,9.87,2959,3137,,,6848,0
6690,"NGC0678",27.3535,21.9973,3.0,12.15,8.73,11.04,2835,3013,,,6848,0
6716,"UGC01287",27.4367,22.3745,10.0,,15.27,8.43,2959,3138,,,6848,0
6848,"NGC0697",27.8232,22.3579,4.9,11.63,8.57,11.11,3090,3268,32.66,18,6848,1
6750,"UGC01294",27.5547,23.158,9.8,,15.19,8.45,2864,3046,25.94,18,6750,1
169959,"PGC169959",28.4759,23.9128,6.0,16.33,13.75,9.04,2915,3096,,,169959,0
169963,"PGC169963",33.4004,23.2578,8.5,16.65,14.78,8.49,2452,2616,,,169963,0
9510,"UGC01970",37.4753,25.2563,5.8,13.32,11.31,9.67,1913,2072,30.62,14,9510,1
1763621,"PGC1763621",37.0812,26.1253,4.8,15.17,11.77,9.41,1730,1893,,,1763621,0
7819,"UGC01538",30.8372,23.7608,9.9,15.64,13.67,9.05,2831,3005,31.33,18,7819,1
7841,"UGC01551",30.9064,24.0754,6.1,13.04,11.6,9.83,2671,2846,,,7841,0
7871,"UGC01561",31.0209,24.2078,9.9,14.95,11.8,8.63,606,781,,,7871,0
8535,"UGC01711",33.4404,24.8906,9.8,15.66,14.03,8.85,2640,2810,,,8535,0
1742964,"PGC1742964",31.9838,25.6142,,15.84,12.23,9.61,2771,2948,,,1742964,0
8691,"UGC01753",34.1332,28.2047,9.9,14.02,12.32,9.64,2992,3171,27.16,25,8678,1
8557,"NGC0855",33.5149,27.8769,-4.8,12.96,10.14,9.28,592,772,8.83,13,8557,1
8678,"NGC0865",34.0629,28.5997,4.0,12.31,10.3,10.44,2995,3175,32.51,14,8678,1
12057,"PGC012057",48.5825,24.154,5.5,16.1,13.44,8.49,1303,1423,,,12057,0
11329,"NGC1156",44.9271,25.2389,9.8,10.9,9.47,9.13,375,511,,,11329,0
5057123,"AGESJ030039+254656",45.1613,25.7837,,,14.5,7.12,308,445,,,11329,0
11426,"UGC02488",45.4301,28.7367,9.8,,14.46,8.81,3136,3283,,,11426,0
11453,"UGC02497",45.535,29.107,7.8,12.63,11.31,10.07,3123,3271,33.11,18,11453,1
9888,"UGC02082",39.0673,25.4236,5.8,11.72,10.39,9.27,696,851,13.24,14,9888,1
1783064,"PGC1783064",40.3821,26.6292,4.9,16.12,12.74,8.95,1586,1741,,,1783064,0
86806,"PGC086806",41.6621,27.7264,4.8,16.27,14.2,7.48,472,627,,,86806,0
1805856,"PGC1805856",39.7083,27.3656,,16.65,12.44,9.01,1463,1622,,,1805856,0
1800124,"PGC1800124",37.914,27.1794,4.8,15.81,12.41,8.71,980,1144,,,1800124,0
9723,"PGC009723",38.3163,28.1789,10.0,16.9,14.55,7.9,1028,1194,,,9723,0
10272,"NGC1056",40.7015,28.5737,1.0,12.53,9.14,10.37,1545,1706,30.62,14,10272,1
9705,"UGC02017",38.1879,28.8408,9.9,,14.22,8.02,1019,1188,,,9705,0
10407,"UGC02221",41.2416,30.3778,7.6,,13.53,8.15,833,997,,,10407,0
9994,"PGC009994",39.5684,29.9064,10.0,,13.51,8.03,694,862,,,9994,0
10051,"NGC1012",39.812,30.1511,0.3,12.45,9.43,9.92,987,1155,,,10051,0
5059671,"AGC122790",39.9659,30.2717,10.0,,13.44,8.17,810,978,,,5059671,0
9447,"UGC01958",37.245,28.1439,5.9,14.54,11.79,8.99,1016,1185,19.86,18,9447,1
9788,"NGC0972",38.5558,29.3109,2.1,11.3,7.87,10.88,1543,1712,15.28,14,9788,1
9808,"UGC02053",38.6217,29.7497,9.9,14.18,12.31,8.8,1028,1199,,,9808,0
9403,"PGC009403",37.0733,30.6945,,15.31,11.74,9.82,2815,2993,,,9403,0
9375,"UGC01924",36.9575,31.7256,6.1,14.09,11.83,8.61,596,778,,,9375,0
2807108,"PGC2807108",41.2671,32.1611,10.0,,13.84,8.51,1580,1751,,,2807108,0
9844,"PGC009844",38.8813,32.3438,3.1,16.26,13.27,9.13,2548,2727,,,9844,0
9526,"UGC01975",37.5612,33.1323,5.0,14.16,11.95,9.84,3187,3371,,,9526,0
9726,"UGC02023",38.3254,33.4905,9.9,13.53,11.0,8.95,604,787,,,9726,0
11065,"UGC02392",43.9434,33.7666,5.9,13.85,13.22,8.74,1548,1716,23.88,18,11065,1
2807110,"PGC2807110",45.7746,33.6944,10.0,15.84,13.6,7.28,216,378,,,2807110,0
10182,"UGC02166",40.2909,35.8581,6.5,15.23,13.97,9.02,3140,3325,,,10182,0
10080,"UGC02143",39.9024,36.0812,3.7,14.12,11.39,9.94,2754,2941,,,10080,0
10550,"UGC02254",41.8402,37.5247,9.9,,14.34,7.68,579,764,,,10123,0
10586,"UGC02259",41.9808,37.5384,7.8,13.96,10.81,9.09,589,774,,,10123,0
11371,"UGC02463",45.156,40.2514,8.8,14.0,11.76,9.5,1901,2085,32.51,18,11371,1
5067061,"Andromeda 33",45.3483,40.9883,,,10.7,7.03,-326,-140,0.77,8,5067061,0
15109,"UGC03045",66.674,20.4079,4.0,12.24,9.64,10.02,1387,1433,,,15109,0
15179,"UGC03053",67.0403,21.6553,5.9,12.77,9.82,10.42,2414,2465,,,15179,0
3097122,"PGC3097122",68.7292,26.7102,1.4,11.53,7.43,11.22,2000,2067,,,3097122,0
5061291,"2MASXJ04484738+2845197",72.1976,28.7555,-5.0,15.5,10.52,10.38,3182,3247,,,5061291,0
86269,"PGC086269",71.0376,28.2168,3.2,11.92,9.27,10.93,3378,3444,46.13,25,86269,1
100769,"PGC100769",71.1955,28.2522,,15.5,11.42,10.07,3403,3469,,,86269,0
143011,"PGC143011",71.4639,28.6733,,15.5,12.0,9.84,3412,3478,,,143011,0
89985,"PGC089985",68.2024,29.4994,7.0,15.58,8.4,10.87,2078,2158,16.75,18,89985,1
143013,"PGC143013",73.1697,32.858,3.6,12.77,9.07,10.99,3276,3356,,,143013,0
86270,"PGC086270",72.7858,33.9528,4.7,15.59,12.16,9.37,2092,2177,,,86270,0
15147,"UGC03050",66.8749,30.9476,3.8,13.48,9.83,10.33,2148,2238,,,15147,0
97055,"PGC097055",69.9555,36.8342,3.8,13.42,10.92,10.16,2949,3054,,,97055,0
168944,"PGC168944",77.9626,31.5255,0.9,13.32,9.22,10.92,3290,3351,,,168944,0
16426,"PGC016426",74.5255,41.1716,3.9,14.46,10.84,10.19,2900,3010,,,16426,0
16158,"PGC016158",72.8012,42.899,3.8,12.02,8.37,11.22,3052,3173,,,16158,0
93585,"PGC093585",76.5739,44.2001,,15.5,12.01,9.81,3257,3374,,,93585,0
17968,"UGC03361",87.606,49.7137,8.0,14.36,11.76,9.93,3308,3424,,,17968,0
5064840,"SDSSJ032311.37+402752.5",50.7974,40.4646,,17.32,14.55,8.82,3301,3471,,,5064840,0
12828,"UGC02731",51.5022,42.0246,6.6,14.38,11.7,9.0,969,1142,,,12828,0
12063,"UGC02601",48.6396,39.7691,8.9,,13.85,9.07,3167,3341,,,12063,0
12073,"UGC02605",48.7083,40.2667,10.0,14.06,11.71,9.87,2981,3156,,,12073,0
11787,"UGC02558",47.3338,39.7094,9.9,,15.07,8.61,3257,3434,,,11787,0
11846,"IC0292",47.5539,40.7657,7.4,12.98,10.26,10.46,2990,3170,38.73,14,11846,1
12468,"PGC012468",50.0421,41.3512,1.1,15.47,11.37,9.73,2065,2240,,,12471,0
12471,"NGC1282",50.0508,41.3669,-4.9,13.11,9.73,10.38,2139,2314,52.48,23,12471,1
12578,"UGC02688",50.3329,41.932,-1.9,14.03,10.64,10.3,2962,3138,,,12578,0
11771,"UGC02554",47.2281,41.4669,-1.9,14.69,10.78,10.21,2847,3029,,,11771,0
11648,"NGC1198",46.5551,41.849,-3.8,13.4,9.85,10.12,1592,1777,,,11648,0
11643,"IC0284",46.5414,42.372,7.8,11.23,9.47,10.7,2723,2910,,,11617,0
11617,"NGC1186",46.3785,42.8354,4.5,10.99,8.53,11.08,2740,2929,34.67,14,11617,1
13115,"UGC02773",53.0304,47.7941,10.0,12.17,9.82,8.87,231,417,,,13115,0
97059,"PGC097059",71.852,48.9102,3.8,12.07,8.42,11.17,2915,3061,,,97059,0
17831,"UGC03354",86.826,56.1124,2.0,13.57,9.52,10.77,3085,3229,50.12,14,17831,1
17057,"UGC03273",79.4351,53.5503,9.0,12.31,11.21,8.84,616,763,,,17057,0
17378,"UGC03316",82.7697,55.8306,10.0,14.0,11.65,9.64,2201,2351,,,17359,0
17359,"UGC03314",82.5474,55.8708,8.2,13.62,11.07,9.87,2183,2333,29.11,25,17359,1
16957,"PGC016957",78.5606,62.5806,9.9,12.08,11.25,7.99,111,292,3.39,9,16957,1
5634,"NGC0575",22.6944,21.4404,5.3,13.54,10.95,10.22,3128,3318,,,5634,0
6528,"UGC01244",26.7063,24.4647,3.0,14.58,11.15,10.14,3129,3317,45.29,18,6528,1
169957,"PGC169957",24.1491,23.8155,10.0,16.55,14.92,7.35,563,756,,,169957,0
138451,"PGC138451",25.5722,26.3667,10.0,15.61,13.9,7.49,357,554,,,138451,0
5057232,"Andromeda XXII",21.9167,28.0903,,,14.4,5.48,-127,85,0.92,3,2557,0
166064,"PGC166064",28.8344,27.9538,10.0,15.15,13.7,7.29,207,400,5.62,9,166064,1
166063,"PGC166063",26.6759,26.8014,10.0,16.89,15.5,6.9,366,562,8.67,9,6595,1
6574,"IC1727",26.8746,27.333,8.9,10.95,9.0,9.5,336,533,7.45,9,6595,1
6595,"NGC0672",26.9751,27.4322,6.0,10.35,8.98,9.51,429,626,7.18,9,6595,1
166062,"PGC166062",26.178,27.2884,10.0,16.37,14.8,7.18,420,618,7.01,9,6595,1
7671,"NGC0784",30.3209,28.8372,7.9,10.89,11.2,8.23,198,390,5.15,8,7671,1
166065,"PGC166065",30.0421,28.8311,10.0,16.41,14.2,7.03,168,360,5.01,9,7671,1
74057,"PGC074057",29.8941,30.8914,4.8,16.45,13.05,9.24,2626,2825,,,74057,0
5057055,"AGC112521",25.2828,27.3225,0.0,,15.2,6.84,274,475,6.08,9,5057055,1
5818,"Triangulum",23.4621,30.6599,5.9,5.77,4.48,9.34,-179,37,0.81,3,2557,1
6699,"UGC01281",27.3849,32.5862,7.5,11.47,10.5,8.49,157,368,5.27,9,6699,1
5056922,"Andromeda XIV",12.8958,29.6969,,,12.6,6.07,-481,-242,0.79,3,2557,0
5056927,"Andromeda XVI",14.8742,32.3767,,,11.3,6.15,-385,-144,0.48,9,2557,0
5518,"UGC01054",22.2029,34.3457,6.2,15.76,14.25,8.78,2661,2890,72.11,25,5518,1
4601,"Andromeda II",19.1225,33.4214,10.0,14.46,10.8,6.62,-194,40,0.65,3,2557,1
4126,"NGC0404",17.3623,35.718,-2.8,10.94,7.64,9.09,-48,195,2.99,6,4126,1
5057226,"Andromeda XXIII",22.3408,38.7189,,,10.7,6.8,-238,0,0.77,6,2557,0
5363,"PGC005363",21.6389,39.881,-1.2,15.35,11.36,9.93,2610,2852,,,5363,0
5589,"UGC01070",22.4992,40.9738,5.8,13.72,12.12,9.68,2806,3048,20.99,18,5638,1
5638,"NGC0573",22.7056,41.2573,2.0,13.2,11.14,10.07,2788,3031,,,5638,0
8852,"PGC008852",34.8175,31.3986,4.8,14.89,11.49,9.99,3075,3262,,,8852,0
8484,"UGC01703",33.2296,32.8137,10.0,,12.5,7.58,0,0,4.31,9,8484,1
5056966,"[PWE98]HICLOUD",36.7199,33.4269,,,14.9,7.32,520,708,,,9332,0
9332,"NGC0925",36.8203,33.579,7.0,9.78,8.57,9.85,553,741,8.67,6,9332,1
5057321,"[HJS2011]J022720.0+335730",36.8334,33.9583,,,15.3,7.16,528,717,,,9332,0
9665,"NGC0959",38.0997,35.4946,7.9,12.24,10.02,9.34,597,787,10.96,14,9665,1
9168,"UGC01865",36.2508,36.0379,8.8,13.75,13.1,8.1,577,773,,,9168,0
9566,"NGC0949",37.703,37.1366,3.4,11.69,9.25,9.67,609,805,10.28,13,9566,1
7107,"PGC007107",28.7143,35.9591,4.4,16.15,12.98,9.35,2859,3075,,,7107,0
10314,"NGC1058",40.8755,37.3411,5.1,11.24,9.01,9.81,518,706,,,10123,0
10124,"UGC02157",40.1046,38.5633,7.8,13.73,12.3,8.5,490,683,,,10123,0
10180,"UGC02165",40.3146,38.7433,-5.0,15.65,11.55,8.8,740,933,,,10123,0
10133,"PGC010133",40.1375,38.9002,10.0,17.32,14.97,7.43,695,889,,,10123,0
10139,"NGC1023A",40.1571,39.0575,10.0,13.66,10.54,9.2,743,937,,,10123,0
10123,"NGC1023",40.0999,39.0632,-2.6,9.29,6.31,10.89,637,831,10.42,13,10123,1
10169,"PGC010169",40.2519,39.072,10.0,17.0,14.66,7.55,593,787,,,10123,0
10143,"PGC010143",40.164,39.3798,10.0,17.08,14.74,7.52,903,1098,,,10123,0
9702,"UGC02014",38.2249,38.6807,9.8,14.9,13.1,8.18,570,768,,,10123,0
9899,"IC0239",39.1159,38.969,6.0,11.53,9.49,9.62,903,1100,,,10123,0
9783,"UGC02038",38.5337,40.5133,8.0,16.58,14.61,7.57,567,769,,,10123,0
9759,"UGC02034",38.4286,40.5288,9.8,13.29,10.9,9.06,581,784,,,10123,0
10052,"NGC1003",39.8192,40.8728,6.0,10.72,9.64,9.54,626,826,11.02,14,10052,1
197724,"PGC197724",42.8498,41.9593,4.7,15.61,12.67,9.57,3256,3451,,,197724,0
10956,"UGC02370",43.6092,42.6501,7.5,14.21,11.48,9.74,2158,2353,36.48,18,11118,1
9031,"NGC0891",35.6397,42.3471,3.1,9.7,5.97,10.97,528,742,9.12,7,9031,1
8947,"UGC01807",35.3058,42.7628,9.7,,13.82,7.83,628,844,,,9031,0
10235,"UGC02172",40.5451,43.3551,9.8,13.59,12.4,8.37,565,770,,,10235,0
5990,"NGC0620",24.2487,42.3234,7.0,13.84,11.26,9.94,2507,2748,,,5990,0
7399,"NGC0746",29.4626,44.9186,9.9,12.93,11.08,9.07,703,938,,,7399,0
5056925,"Andromeda XIII",12.9626,33.0044,,,13.8,5.64,-195,52,0.84,2,2557,0
5056923,"Andromeda XI",11.5833,33.8014,,,14.1,5.4,-419,-167,0.73,2,2557,0
5056924,"Andromeda XII",11.8625,34.3747,,,14.2,5.57,-556,-304,0.93,4,2557,0
3559,"UGC00614",14.901,35.5603,6.4,13.51,11.98,9.6,2343,2591,34.83,18,3559,1
2121,"Andromeda II",8.8447,36.5047,10.0,14.55,11.0,6.66,-346,-83,0.75,3,2557,1
2666,"Andromeda I",11.4167,38.0387,-4.9,13.68,9.6,7.22,-376,-115,0.74,3,2557,1
2544,"PGC002544",10.6254,40.5758,10.0,16.01,14.5,7.17,237,504,7.18,9,2544,1
2555,"M32",10.6741,40.8652,-4.8,8.22,5.08,9.09,-200,67,0.81,10,2557,1
5056926,"Andromeda XV",18.578,38.1175,,,11.6,6.26,-323,-78,0.63,12,2557,0
3351,"UGC00578",14.0882,39.8258,4.5,13.8,11.61,9.39,1471,1729,,,3351,0
3803,"UGC00655",16.006,41.8417,8.8,14.71,12.57,8.61,828,1086,,,3803,0
4689222,"Andromeda IX",13.2209,43.1958,,,12.3,6.16,-216,50,0.77,3,2557,0
5056921,"Andromeda X",16.6404,44.8044,,,12.1,6.12,-164,98,0.67,4,2557,0
3905,"UGC00672",16.5745,44.9542,9.9,16.46,15.12,7.49,708,970,,,3905,0
3051,"NGC0278",13.0179,47.5505,3.0,10.86,7.82,10.34,627,899,,,3051,0
2557,"Andromeda",10.6848,41.2689,3.0,3.27,0.8,10.78,-300,-32,0.78,3,2557,1
2429,"NGC 205",10.092,41.6854,-4.8,8.53,5.87,8.8,-241,28,0.82,3,2557,1
1777,"UGC00288",7.2672,43.4308,10.0,15.4,13.0,7.7,187,464,6.82,9,1777,1
591,"UGC00064",1.9337,40.8759,9.0,15.14,12.8,7.98,305,588,,,591,0
5056918,"Andromeda 18",0.5604,45.0889,0.0,,12.5,6.31,-332,-42,1.31,9,5056918,1
4608690,"Andromeda XVII",9.2791,44.3222,,,13.3,5.72,-252,23,0.73,5,2557,0
5057230,"Andromeda XXVII",9.3628,45.3869,,,13.2,5.87,-540,-264,0.83,6,2557,0
5057228,"Andromeda XXV",7.537,46.8519,,,11.4,6.57,-108,173,0.81,6,2557,0
2329,"NGC 185",9.7406,48.3374,-4.8,9.35,6.9,8.13,-202,77,0.62,4,2557,1
2004,"NGC 147",8.3,48.5086,-4.8,9.84,7.96,7.79,-193,88,0.68,4,2557,1
5065056,"Andromeda 30",9.1454,49.6467,,,12.8,5.86,-140,141,0.68,5,2557,0
5057229,"Andromeda XXVI",5.94,47.9161,,,13.9,5.52,-262,22,0.76,6,2557,0
929,"NGC0048",3.5093,48.2349,4.1,13.66,10.51,9.99,1776,2064,,,929,0
5460,"UGC01038",21.9471,43.2519,10.0,17.01,14.36,8.16,1228,1476,,,5460,0
5057227,"Andromeda XXIV",19.6249,46.3661,,,12.8,5.75,-128,130,0.6,6,2557,0
3097824,"Andromeda V",17.571,47.6292,-3.0,16.14,11.3,6.57,-403,-139,0.77,4,2557,0
3635,"IC0065",15.2309,47.682,4.0,12.11,9.58,10.67,2614,2882,31.05,14,3635,1
138291,"PGC138291",15.003,48.0371,8.0,16.33,13.74,9.0,2598,2867,,,3635,0
3603,"UGC00622",15.1172,47.9952,5.8,13.09,10.29,10.38,2714,2983,38.55,14,3635,1
3528,"UGC00608",14.7594,48.0189,8.0,14.31,11.62,9.85,2755,3024,,,3635,0
2807102,"KKH 5",16.8852,51.4404,10.0,15.87,13.6,7.16,61,330,,,2807102,0
2807103,"KKH 6",23.7148,52.0917,10.0,15.48,13.7,7.09,60,318,,,2807103,0
5065678,"Andromeda 32",8.9975,51.5597,,,8.8,7.57,-372,-89,0.78,6,2557,0
2348,"PGC002348",9.7842,58.5939,4.7,15.61,12.19,9.44,2101,2385,,,2348,0
1305,"IC 10",5.0963,59.2931,9.9,,6.5,8.51,-346,-56,0.79,6,2557,1
11383,"NGC1159",45.1938,43.1625,5.0,13.37,11.31,9.94,2633,2826,19.32,18,11383,1
11552,"NGC1171",45.9958,43.3982,5.7,12.15,9.75,10.6,2742,2933,,,11552,0
11118,"NGC1138",44.1517,43.0474,-2.0,13.31,9.09,10.7,2335,2530,,,11118,0
2231457,"PGC2231457",44.874,43.8784,10.0,16.88,14.53,8.5,2167,2362,,,2231457,0
11404,"NGC1161",45.3088,44.8971,-2.0,11.14,7.47,11.25,1954,2151,,,11404,0
11403,"NGC1160",45.3053,44.9554,5.9,11.91,9.92,10.47,2528,2725,24.89,14,11403,1
11163,"UGC02422",44.2981,45.1434,7.0,14.28,10.99,9.84,2007,2207,,,11404,0
11521,"NGC1169",45.8949,46.3863,2.6,11.08,8.09,11.15,2387,2586,35.65,14,11521,1
11368,"UGC02459",45.1536,49.0437,7.9,15.55,9.99,10.42,2464,2672,37.15,14,11368,1
11586,"PGC011586",46.1833,54.1131,2.0,11.29,7.19,11.46,2205,2422,,,11586,0
168300,"KKH 11",36.1433,56.0113,10.0,14.63,11.7,7.95,296,536,,,9892,0
2807107,"KKH006",36.8622,57.4879,10.0,14.31,11.8,7.91,38,279,,,9892,0
166069,"KK 22",43.9282,58.8606,10.0,,10.9,8.27,59,289,,,9892,0
100170,"Dwingeloo 1",44.2158,58.9116,4.0,10.6,8.37,9.28,112,341,,,9892,0
101304,"Dwingeloo 2",43.5352,59.0053,10.0,,10.2,8.55,94,325,,,9892,0
166465,"PGC166465",50.7201,58.6533,,15.63,12.11,9.53,2318,2535,,,166465,0
9002824," ",51.408,60.1756,,11.53,8.65,10.39,1170,1389,,,9002824,0
2802321,"PGC2802321",52.7326,60.7895,,12.08,9.28,9.83,759,977,,,2802321,0
2802320,"PGC2802320",51.2276,60.1707,,13.7,10.71,9.57,1186,1405,,,9002824,0
166071,"PGC166071",47.9955,60.3469,10.0,12.63,10.28,10.4,2767,2992,,,166071,0
138606,"IRAS03067+6055",47.7007,61.1052,5.0,15.63,12.28,9.48,2356,2583,,,138606,0
138608,"PGC138608",48.4716,62.5497,-1.4,15.5,11.4,10.03,3050,3278,,,138608,0
10217,"Maffei 2",40.4772,59.6032,4.0,5.85,4.82,10.7,-15,222,3.48,9,9892,1
166068,"MB1",38.8962,59.3783,8.0,13.25,10.5,8.43,190,430,,,9892,0
9892,"Maffei 1",39.1478,59.6546,-3.0,5.62,4.73,10.73,66,305,3.45,9,9892,1
86581,"PGC086581",46.8459,62.1922,,12.08,9.28,10.91,3150,3380,,,86581,0
89976,"PGC089976",64.1658,60.9245,5.0,12.51,9.84,9.89,1156,1355,,,89976,0
15439,"PGC015439",68.0147,63.6161,10.0,11.21,11.0,7.93,-95,104,3.22,9,13826,1
15345,"NGC1569",67.7049,64.8482,9.7,8.3,7.75,9.23,-104,99,3.25,7,13826,1
166084,"PGC166084",73.2799,67.0995,10.0,15.2,13.4,7.09,78,279,3.5,9,166084,1
166865,"PGC166865",72.9381,67.1589,,16.77,12.49,9.07,1581,1783,,,166865,0
16423,"IC0396",74.4955,68.3235,5.0,11.86,8.57,10.21,890,1093,14.19,14,16423,1
2802322,"PGC2802322",62.0333,64.6033,,12.64,9.76,9.98,1245,1456,,,2802322,0
14241,"PGC014241",59.9604,67.1436,10.0,9.1,8.2,8.79,72,291,2.98,9,13826,1
2673378,"PGC2673378",52.2766,64.9755,1.3,10.95,9.09,10.78,2448,2674,,,2673378,0
89942,"PGC089942",49.1833,65.0286,5.0,11.23,9.3,10.91,3167,3398,26.55,25,89942,1
165358,"PGC165358",48.7983,64.8811,5.0,12.88,9.53,10.59,2389,2620,,,165358,0
13501,"PGC013501",55.0322,66.7129,9.7,15.38,10.0,10.03,1496,1721,18.28,25,13501,1
166470,"PGC166470",52.3351,66.0275,5.0,,9.51,10.52,2183,2411,,,166470,0
