PGC,Name,RAJ2000,DEJ2000,TT,Bmag,Ksmag,logK,HRV,VLS,Dist,e_Dist,PGC1,CF3
68431,"NGC7232",333.9084,-45.85,0.4,12.51,8.6,10.7,1915,1878,,,68317,0
68443,"NGC7232B",333.9685,-45.7807,8.9,13.7,12.39,9.19,2042,2005,,,68317,0
525163,"PGC525163",333.7836,-45.5837,5.0,16.41,13.26,8.84,1738,1702,,,68317,0
68253,"ESO288-049",332.9523,-45.5904,7.9,13.55,10.93,9.77,1966,1930,,,68317,0
524260,"PGC524260",333.3027,-45.6663,,16.75,12.48,9.15,2263,2227,,,68317,0
130771,"PGC130771",334.7038,-46.2174,9.0,,13.96,8.11,1207,1168,,,130771,0
68618,"IC5201",335.2414,-46.0302,6.1,10.68,10.65,9.15,915,876,10.52,14,68618,1
68498,"ESO289-011",334.3233,-45.0687,10.0,14.37,12.67,9.0,1822,1789,,,68498,0
68239,"ESO288-048",332.8682,-44.1291,9.0,16.11,13.91,8.49,1797,1770,,,68239,0
546800,"PGC546800",333.4697,-43.6054,,16.92,13.64,8.64,1868,1843,,,546800,0
550605,"PGC550605",333.5361,-43.2888,9.0,16.48,14.39,8.57,2422,2399,,,550605,0
68215,"ESO288-045",332.6572,-43.253,5.0,14.07,12.38,9.29,2235,2213,,,68215,0
163844,"PGC163844",333.0308,-43.1778,9.0,,14.39,8.49,2202,2180,,,68215,0
551779,"PGC551779",331.9522,-43.2012,,16.59,12.43,8.98,1588,1566,,,551779,0
68041,"ESO288-040",331.6388,-42.8575,10.0,16.27,14.48,8.44,2189,2169,,,68041,0
558560,"PGC558560",334.2285,-42.7534,10.0,16.93,14.59,8.4,2197,2177,,,558560,0
68904,"ESO289-028",336.8497,-43.0156,8.0,16.07,13.82,9.02,3143,3120,,,68904,0
68741,"ESO289-026",335.8886,-42.2744,7.9,13.47,11.93,9.55,2422,2404,,,68741,0
131705,"PGC131705",336.0675,-41.3533,0.0,15.71,14.58,8.73,3179,3166,,,131705,0
3321467,"PGC3321467",333.927,-42.7608,,19.24,15.35,7.91,1769,1749,,,3321467,0
68338,"ESO289-004",333.4891,-42.5911,-2.7,13.9,10.57,9.9,1937,1918,,,68338,0
68266,"ESO344-012",333.0401,-41.7943,3.0,14.52,11.25,9.74,2205,2190,,,68266,0
68581,"ESO344-021",334.9551,-40.6667,2.0,14.22,11.53,9.97,3228,3219,,,68581,0
68661,"ESO345-002",335.5732,-40.0892,2.9,13.18,11.01,9.87,2271,2265,,,68661,0
67782,"ESO288-025",329.8242,-43.867,4.1,12.66,9.57,10.48,2481,2456,,,67817,0
67879,"ESO288-033",330.5276,-43.2685,4.6,15.9,13.09,9.08,2629,2607,,,67817,0
67817,"NGC7166",330.1372,-43.3898,-2.9,12.93,8.59,10.88,2417,2394,38.55,23,67817,1
67795,"NGC7162",329.9126,-43.3062,4.8,12.47,10.3,10.2,2298,2276,,,67817,0
4079306,"6dFJ2200399-430733",330.1664,-43.1258,10.0,18.2,16.39,7.76,2313,2292,,,67817,0
67818,"NGC7162A",330.1482,-43.1405,8.9,12.78,10.7,10.03,2271,2250,,,67817,0
130692,"PGC130692",328.4842,-43.3084,4.7,15.7,13.51,8.96,2530,2508,,,130692,0
67507,"ESO288-013",327.9426,-43.1235,9.0,14.39,11.73,9.68,2563,2543,,,67507,0
131595,"PGC131595",328.9882,-39.7707,-5.0,15.97,13.03,9.05,2249,2247,,,131595,0
199680,"PGC199680",330.4162,-37.5478,,16.41,12.4,9.46,2687,2697,,,199680,0
610980,"PGC610980",331.9237,-38.2667,7.0,16.53,13.08,9.32,3126,3131,,,610980,0
3184525,"PGC3184525",333.053,-37.2154,,19.29,15.28,8.52,3418,3429,,,3184525,0
68213,"ESO404-037",332.647,-36.842,9.0,15.8,14.19,8.71,2580,2593,,,68213,0
66617,"ESO287-009",320.3178,-46.1528,4.3,13.31,11.47,9.83,2715,2677,,,66617,0
66669,"ESO287-013",320.808,-45.773,4.0,12.04,9.39,10.68,2715,2680,36.48,18,66669,1
5065945,"PGC5065945",320.8046,-45.7472,-5.0,,14.8,8.51,2817,2782,,,66669,0
87414,"PGC087414",319.8939,-45.3847,-4.3,14.68,11.58,9.8,2763,2730,,,87414,0
66985,"ESO287-037",323.6332,-44.3147,8.5,13.47,12.22,9.51,2584,2557,,,66934,0
67078,"ESO287-043",324.5517,-43.9346,5.9,13.2,11.93,9.58,2510,2485,26.92,14,67078,1
66934,"NGC7079",323.1471,-44.0676,-1.8,12.31,8.67,10.93,2688,2662,25.35,23,66934,1
66869,"NGC7070",322.6056,-43.0871,6.0,12.54,10.43,10.14,2376,2356,,,66909,0
66909,"NGC7070A",322.9472,-42.8477,-0.2,13.11,9.45,10.53,2388,2369,,,66909,0
67146,"NGC7097",325.0537,-42.5394,-4.9,12.49,8.76,10.86,2542,2525,31.92,13,67146,1
67160,"NGC7097A",325.1578,-42.4804,-4.9,14.97,11.63,9.71,2731,2714,,,67146,0
130620,"PGC130620",324.9738,-42.6116,-5.0,15.81,13.53,8.95,2338,2321,,,67146,0
67073,"ESO287-041",324.5306,-42.7612,4.6,14.38,10.93,9.99,2499,2481,,,67146,0
106403,"PGC106403",322.6791,-41.6407,10.0,16.99,15.16,8.34,2649,2637,,,106403,0
66740,"IC5105B",321.501,-40.8347,2.1,13.09,10.31,10.14,2252,2244,,,66740,0
106349,"PGC106349",323.2659,-41.4867,4.3,,13.49,9.01,2659,2648,,,106349,0
590380,"PGC590380",324.1526,-40.0851,,16.86,13.21,9.32,3341,3337,,,590380,0
3317902,"PGC3317902",317.6986,-41.9656,,18.92,15.04,8.18,2099,2084,,,3317902,0
66078,"ESO286-044",316.4112,-42.7813,-0.8,14.22,11.06,9.87,2346,2326,,,66078,0
66113,"ESO286-050",316.6705,-42.557,-3.4,13.52,10.26,10.3,2672,2653,,,66113,0
106235,"PGC106235",321.9448,-38.7999,9.0,16.55,14.48,8.69,2868,2871,,,106235,0
66783,"ESO342-049",321.8157,-37.8558,-1.0,15.36,13.02,9.21,2626,2634,,,66812,0
66812,"ESO342-050",322.0627,-37.8613,5.0,12.33,9.76,10.51,2661,2670,28.05,14,66812,1
66821,"ESO342-051",322.1486,-37.5869,4.7,14.86,13.59,8.98,2698,2708,,,66812,0
66648,"ESO402-026",320.631,-36.6818,1.9,12.56,9.41,10.64,2708,2723,,,66648,0
66644,"ESO402-025",320.5657,-36.6277,4.8,14.15,13.05,9.19,2543,2558,,,66648,0
67373,"ESO403-031",327.017,-36.7731,4.0,14.5,12.07,9.55,2534,2549,35.32,14,67373,1
67335,"ESO403-024",326.6657,-36.2053,6.0,14.21,12.86,9.26,2617,2635,31.48,25,67335,1
67258,"ESO403-017",326.029,-36.18,5.1,14.52,11.33,9.89,2684,2702,23.23,14,67258,1
67835,"ESO404-017",330.2328,-35.287,7.6,14.04,12.32,9.43,2485,2507,42.85,14,67835,1
67552,"ESO404-003",328.1653,-36.5028,3.9,13.43,11.32,9.78,2338,2354,32.66,25,67552,1
651530,"PGC651530",328.5942,-35.2362,,18.28,15.29,8.22,2428,2451,,,651530,0
67442,"ESO403-036",327.5455,-35.7077,10.0,15.79,14.59,8.51,2459,2479,,,67442,0
67425,"NGC7135",327.4418,-34.8763,-2.9,12.63,8.99,10.81,2611,2636,,,67425,0
3184393,"PGC3184393",328.6965,-35.009,,17.59,14.79,8.62,3058,3082,,,3184393,0
67641,"NGC7154",328.8376,-34.8141,9.5,12.6,10.76,10.11,2616,2641,,,67701,0
67701,"ESO404-012",329.2799,-34.5821,5.1,12.63,9.74,10.52,2646,2672,,,67701,0
665164,"PGC665164",329.4576,-34.2371,,17.01,14.1,8.73,2518,2546,,,665164,0
666651,"PGC666651",329.5129,-34.1331,,17.73,14.96,8.48,2788,2817,,,666651,0
132485,"PGC132485",329.8137,-33.8811,5.0,15.64,12.71,9.42,2921,2951,,,132485,0
3184435,"PGC3184435",328.2801,-33.7783,,19.1,14.75,8.61,2938,2969,,,3184435,0
677866,"PGC677866",329.4542,-33.3256,,18.92,15.04,7.57,989,1022,,,677866,0
4664349,"2MASXJ21340769-3639216",323.5322,-36.6561,5.5,,12.07,9.56,2543,2558,,,66972,0
66972,"NGC7091",323.5331,-36.6538,7.9,13.12,10.89,10.03,2596,2611,,,66972,0
66770,"ESO402-031",321.704,-36.2312,5.2,15.46,12.36,9.4,2434,2451,,,66770,0
132448,"PGC132448",322.6246,-34.7111,5.1,15.16,12.89,9.27,2679,2705,,,132448,0
67352,"IC5131",326.8555,-34.8837,-2.9,13.09,9.45,10.63,2655,2680,,,67425,0
67364,"ESO403-029",326.9529,-34.2165,-1.7,15.0,12.38,9.55,2937,2966,,,67364,0
132410,"PGC132410",327.7117,-33.5596,-3.7,15.39,12.48,9.42,2621,2653,,,132410,0
131704,"PGC131704",337.3791,-41.262,-5.0,15.91,13.66,8.69,1987,1973,,,131704,0
85239,"PGC085239",338.0553,-41.1693,-5.0,16.01,14.34,8.24,1631,1617,,,85239,0
596712,"PGC596712",338.9053,-39.5637,10.0,17.15,14.32,7.75,908,903,,,596712,0
85256,"PGC085256",339.1923,-38.9856,-3.1,15.72,12.59,9.13,2003,2001,,,85256,0
69103,"ESO345-021",338.1572,-38.0483,3.0,14.11,12.2,9.69,3173,3176,,,69103,0
68794,"ESO345-007",336.1842,-38.5714,1.0,14.79,12.48,9.42,2662,2664,,,68794,0
618144,"PGC618144",337.531,-37.7565,,18.01,15.22,8.5,3235,3240,,,618144,0
69546,"ESO345-042",340.6318,-37.3132,-2.0,15.08,11.12,9.73,2017,2023,,,69546,0
632874,"PGC632874",340.8255,-36.7657,,17.47,14.69,8.27,1949,1957,,,632874,0
3188444,"PGC3188444",341.2889,-35.1145,,19.36,14.54,8.17,1619,1636,,,3188444,0
3185558,"PGC3185558",337.9975,-35.2992,,19.08,14.8,8.46,2548,2567,,,3185558,0
656864,"PGC656864",338.4044,-34.8379,,17.07,14.2,8.74,2668,2689,,,656864,0
3188443,"PGC3188443",341.3112,-34.1025,,18.92,15.04,8.07,1799,1822,,,3188443,0
101243,"PGC101243",335.5913,-37.0556,-5.0,16.03,13.95,8.73,2348,2358,,,101243,0
68409,"ESO344-017",333.8057,-37.3224,8.6,13.88,13.15,9.38,3357,3367,,,68455,0
629951,"PGC629951",333.7887,-36.9916,,16.02,12.3,9.72,3298,3310,,,68455,0
3186540,"PGC3186540",334.2525,-36.8713,9.0,18.75,16.41,8.07,3558,3570,,,68455,0
68455,"IC5179",334.0381,-36.8436,4.0,12.04,8.69,11.16,3342,3354,42.46,7,68455,1
634092,"PGC634092",334.156,-36.6652,,18.05,15.23,8.55,3448,3461,,,68455,0
632424,"PGC632424",333.8598,-36.8031,,17.93,15.16,8.57,3538,3551,,,68455,0
635241,"PGC635241",333.9319,-36.5679,,18.22,15.38,8.49,3448,3462,,,68455,0
3186450,"PGC3186450",334.935,-36.7118,,17.67,14.87,8.48,2698,2711,,,3186450,0
636729,"PGC636729",334.2435,-36.4418,,17.84,15.06,8.61,3538,3552,,,68455,0
68480,"ESO405-006",334.203,-36.4005,5.2,14.19,11.52,10.03,3392,3407,,,68455,0
199137,"PGC199137",334.0911,-36.4213,,16.9,13.51,9.24,3448,3463,,,68455,0
647204,"PGC647204",335.0367,-35.5773,,18.57,14.99,7.93,1499,1518,,,647204,0
68644,"ESO405-013",335.4753,-35.2052,4.4,13.88,12.25,9.73,3403,3424,,,68644,0
68290,"ESO404-041",333.1512,-35.9582,6.0,15.89,13.08,9.31,3092,3110,,,132490,0
132490,"PGC132490",333.3293,-35.9795,,16.49,12.42,9.57,3052,3069,,,132490,0
3186561,"PGC3186561",334.0417,-36.0109,0.0,16.22,12.16,9.75,3336,3353,,,3186561,0
68198,"IC5169",332.5417,-36.0887,-1.2,13.64,9.77,10.66,3093,3110,,,68198,0
3184552,"PGC3184552",332.4737,-36.0393,,18.97,15.04,8.55,3208,3225,,,68198,0
3183778,"PGC3183778",333.6162,-34.3609,,19.3,15.2,8.31,2578,2604,,,3183778,0
3185686,"PGC3185686",336.9654,-34.2604,,18.92,15.04,8.62,3418,3443,,,3185686,0
661563,"PGC661563",336.4715,-34.4883,,17.31,14.54,8.71,3028,3052,,,661563,0
68780,"NGC7267",336.0908,-33.6941,1.0,12.74,9.53,10.82,3405,3434,,,68780,0
199129,"PGC199129",335.7919,-33.665,9.0,16.47,13.94,8.78,2466,2495,,,199129,0
68957,"PGC068957",337.2185,-31.0582,2.9,16.23,12.36,9.56,2910,2952,,,68957,0
3187974,"PGC3187974",343.1053,-35.1006,,19.31,15.2,8.04,1889,1905,,,3187974,0
3187987,"PGC3187987",343.0224,-34.9139,,19.22,15.13,8.29,2428,2445,,,3187987,0
70031,"ESO406-022",343.969,-34.5549,-5.0,14.48,12.39,8.84,1285,1303,,,70031,0
3187835,"PGC3187835",343.6065,-34.4318,,19.39,15.05,7.5,929,948,,,3187835,0
3188017,"PGC3188017",342.9404,-34.2718,,18.75,14.64,8.08,1529,1549,,,3188017,0
70128,"IC5271",344.5075,-33.7422,3.0,11.66,8.37,10.66,1657,1679,23.88,14,70128,1
3186753,"PGC3186753",344.7645,-33.6867,,19.34,14.79,8.57,2878,2900,,,3186753,0
3186786,"PGC3186786",344.5337,-33.295,,19.22,15.13,8.48,3028,3052,,,3186786,0
3187221,"PGC3187221",341.7345,-33.5413,,19.22,15.13,8.02,1769,1794,,,3187221,0
3187181,"PGC3187181",342.0167,-33.2416,,19.04,15.03,8.48,2908,2935,,,3187181,0
69999,"ESO469-006",343.7835,-30.9222,-3.5,15.46,11.51,9.92,3003,3041,,,69999,0
3227769,"PGC3227769",345.5279,-30.8332,,19.02,15.03,8.44,2758,2794,,,3227769,0
70565,"ESO469-015",347.2316,-30.8579,3.5,13.65,11.16,9.53,1612,1646,28.31,14,70565,1
3227846,"PGC3227846",344.7084,-30.6461,,19.29,15.28,8.35,2758,2796,,,3227846,0
715699,"PGC715699",344.7906,-30.5659,,18.41,15.39,8.37,2998,3037,,,715699,0
70371,"ESO469-008",345.959,-28.7437,9.0,15.37,12.58,9.05,1763,1810,36.48,25,70371,1
700829,"PGC700829",339.9674,-31.8062,,18.42,15.34,7.95,1799,1835,,,700829,0
69468,"ESO468-020",340.1825,-30.7995,-4.9,15.83,12.1,7.17,0,0,2.24,9,69468,1
3225142,"PGC3225142",340.7199,-30.2244,,18.02,15.22,7.71,1289,1333,,,69539,0
69539,"NGC7361",340.5763,-30.0553,4.6,11.89,10.39,9.64,1249,1294,16.07,14,69539,1
708634,"PGC708634",338.7355,-31.1457,,17.64,14.8,8.55,2818,2859,,,708634,0
133436,"PGC133436",338.0276,-29.5605,10.0,16.18,13.83,8.94,2815,2865,,,133436,0
3225076,"PGC3225076",341.0922,-29.1711,,18.71,14.54,8.28,1799,1849,,,3225076,0
133414,"PGC133414",341.1306,-28.2622,9.0,15.48,13.68,8.92,2533,2588,,,133414,0
133419,"PGC133419",339.2659,-28.3869,10.0,16.48,14.13,8.87,2949,3004,,,133419,0
198646,"PGC198646",344.1413,-28.5276,,16.79,12.61,8.98,1649,1699,,,198646,0
746419,"PGC746419",342.5169,-28.055,,17.78,15.0,8.51,2923,2977,,,746419,0
748914,"PGC748914",343.2963,-27.8564,,17.69,14.9,8.57,2990,3045,,,748914,0
3252680,"PGC3252680",345.1189,-27.17,,16.62,12.43,9.55,2971,3027,,,3252680,0
69990,"PGC069990",343.6886,-26.89,2.9,14.93,13.31,8.1,793,852,,,69990,0
198014,"PGC198014",343.9764,-26.6419,,16.47,12.41,9.58,3037,3097,,,198014,0
758945,"PGC758945",342.9864,-27.1639,,18.34,15.36,8.51,3441,3500,,,758945,0
761169,"PGC761169",342.5747,-26.9961,,17.55,14.74,8.57,2765,2825,,,761169,0
68249,"ESO404-039",332.9239,-33.886,0.2,14.13,10.44,10.24,2652,2681,,,68249,0
132480,"ESO404-033",332.1322,-34.285,2.3,14.95,12.87,9.25,2596,2623,,,132480,0
663818,"PGC663818",331.0767,-34.3317,,17.85,15.08,8.34,2518,2545,,,663818,0
672493,"PGC672493",332.0175,-33.7163,,18.36,15.39,8.21,2488,2518,,,672493,0
132468,"PGC132468",331.8553,-33.3811,1.0,15.15,12.48,9.43,2659,2691,,,132468,0
68252,"PGC068252",332.9442,-33.8833,-2.8,16.01,11.91,9.66,2668,2697,,,68249,0
682782,"PGC682782",333.9445,-32.9891,,18.03,15.23,8.2,2272,2306,,,682782,0
68406,"ESO405-002",333.7893,-32.6308,4.1,15.44,13.8,8.89,2623,2658,,,68406,0
696853,"PGC696853",333.105,-32.1032,,17.11,14.24,8.67,2496,2535,,,696853,0
668320,"PGC668320",330.5562,-34.017,,18.46,15.08,8.38,2458,2487,,,67932,0
67932,"IC5156",330.812,-33.8384,2.2,12.28,9.12,10.76,2708,2738,37.5,14,67932,1
672726,"PGC672726",330.8766,-33.7004,,16.87,13.3,9.09,2698,2729,,,67932,0
3183497,"PGC3183497",330.6907,-33.3931,,19.27,15.28,8.3,2668,2701,,,67932,0
675470,"PGC675470",329.8557,-33.505,,18.31,15.29,8.43,3065,3097,,,675470,0
680536,"PGC680536",331.2927,-33.134,,17.86,15.11,8.38,2668,2702,,,680536,0
682323,"PGC682323",331.0209,-33.0182,,18.24,15.38,8.25,2908,2943,,,67883,0
686765,"PGC686765",330.9235,-32.7457,,16.83,12.85,9.26,2873,2909,,,67883,0
67909,"NGC7187",330.6852,-32.8032,-1.3,13.28,9.53,10.59,2699,2735,,,67883,0
199065,"PGC199065",330.709,-32.5769,3.7,15.92,13.34,9.07,2221,2258,,,67883,0
67970,"ESO404-028",331.0632,-32.6041,3.3,14.47,11.78,9.69,2337,2374,,,67883,0
692822,"PGC692822",331.3056,-32.3757,,17.88,15.13,8.35,2796,2834,,,67883,0
691697,"PGC691697",330.9018,-32.4484,,19.07,14.8,8.48,2644,2682,,,67883,0
67842,"ESO404-018",330.2922,-32.5785,6.8,13.35,10.92,10.04,2270,2307,29.65,14,67883,1
67954,"ESO404-027",330.9489,-32.2845,5.0,12.52,10.79,10.09,2610,2649,34.83,14,67883,1
67910,"ESO466-046",330.6836,-31.9907,-1.3,14.57,11.28,9.89,2259,2299,,,67883,0
67955,"ESO466-051",330.9518,-31.9559,-0.7,14.09,10.69,10.13,2633,2673,,,67883,0
67912,"ESO466-047",330.6913,-31.9552,4.2,15.27,12.61,9.36,2556,2596,,,67883,0
67881,"NGC7174",330.5277,-31.9924,2.5,13.73,9.87,10.46,2778,2818,,,67883,0
67883,"NGC7176",330.5352,-31.9901,-4.8,12.28,8.08,11.17,2502,2542,,,67883,0
67878,"NGC7173",330.5139,-31.9737,-4.3,12.75,9.06,10.78,2497,2537,31.33,13,67883,1
198500,"PGC198500",330.3738,-31.9628,-5.0,16.62,13.52,9.0,2760,2800,,,67883,0
67874,"NGC7172",330.5075,-31.8701,0.6,12.55,8.38,11.05,2557,2598,,,67883,0
67888,"ESO466-044",330.5658,-31.7561,-2.2,14.98,12.06,9.58,2818,2860,,,67883,0
67846,"ESO466-036",330.3352,-31.5297,1.5,14.22,11.15,9.94,2378,2421,57.54,14,67883,1
695361,"PGC695361",331.8148,-32.2091,,17.3,14.53,8.52,2395,2434,,,695361,0
133411,"PGC133411",332.274,-31.7949,2.1,14.92,12.04,9.51,2380,2421,,,133411,0
695843,"PGC695843",331.5777,-32.1754,,17.04,14.14,8.75,2738,2777,,,67883,0
133346,"PGC133346",331.338,-31.9996,2.5,14.65,10.83,10.07,2400,2440,,,67883,0
698945,"PGC698945",331.9744,-31.9486,,18.1,15.3,8.3,2648,2688,,,698945,0
701547,"PGC701547",332.028,-31.7492,,17.93,15.16,8.3,2486,2527,,,701547,0
3223901,"PGC3223901",333.0075,-31.5391,,19.16,15.09,8.33,2488,2530,,,3223901,0
702702,"PGC702702",330.928,-31.656,,18.62,14.7,8.53,2416,2458,,,67883,0
703790,"PGC703790",331.3602,-31.5593,,18.0,15.21,8.32,2615,2657,,,67883,0
68026,"ESO467-002",331.5401,-31.0883,7.0,15.55,13.11,9.16,2549,2594,,,68061,0
706725,"PGC706725",330.9591,-31.3069,,17.6,14.78,8.49,3028,3072,,,67883,0
68061,"PGC068061",331.7307,-31.0531,0.1,14.16,10.96,10.02,2621,2666,,,68061,0
68054,"PGC068054",331.7211,-31.0486,2.1,14.56,11.81,9.68,2579,2624,,,68061,0
198550,"PGC198550",332.1588,-30.8857,,16.46,12.41,9.47,2676,2722,,,198550,0
3223240,"PGC3223240",332.2163,-30.6495,,17.86,15.11,8.34,2518,2565,,,3223240,0
3223341,"PGC3223341",331.7352,-30.5899,,18.95,14.91,7.87,1319,1367,,,3223341,0
198559,"PGC198559",335.3447,-31.4288,,16.78,12.52,9.26,2211,2252,,,198559,0
724891,"PGC724891",336.2217,-29.8092,,18.06,15.25,8.35,2728,2778,,,724891,0
68726,"ESO467-051",335.8216,-28.9809,6.1,12.69,11.48,9.5,1808,1863,,,68718,0
68718,"NGC7259",335.7729,-28.9548,2.9,13.48,11.18,9.62,1782,1837,,,68718,0
68382,"ESO467-029",333.6959,-29.6872,4.6,15.16,12.69,8.99,1733,1784,,,68382,0
3223120,"PGC3223120",332.7359,-29.9808,,19.19,15.2,7.88,1529,1580,,,3223120,0
3221670,"PGC3221670",334.4079,-28.3325,,18.48,15.25,8.34,2698,2757,,,3221670,0
67753,"ESO466-025",329.6019,-32.2365,4.9,14.13,11.58,9.77,2457,2496,,,67883,0
67617,"ESO466-014",328.5954,-31.9691,3.5,14.26,11.41,9.8,2466,2507,,,67617,0
67785,"NGC7163",329.8351,-31.883,2.4,13.8,10.05,10.38,2736,2777,,,67883,0
701529,"PGC701529",329.7522,-31.7507,,17.99,15.21,8.32,2491,2533,,,67883,0
67805,"PGC067805",329.9859,-31.4618,0.5,15.09,11.67,9.74,2578,2621,,,67883,0
67780,"ESO466-029",329.8141,-31.2215,10.0,16.57,14.37,8.66,2779,2823,,,67883,0
67887,"ESO466-043",330.562,-31.2203,3.8,14.21,11.59,9.77,2608,2653,,,67883,0
3219441,"PGC3219441",330.5238,-30.7551,,18.88,15.18,8.37,2698,2745,,,3219441,0
3218700,"PGC3218700",329.7188,-28.0907,,18.86,15.13,8.48,2998,3060,,,3218700,0
68120,"NGC7208",332.1017,-29.0512,-1.6,13.82,10.9,10.07,2657,2713,,,68120,0
3221845,"PGC3221845",333.4857,-28.0975,,18.7,14.58,8.34,1949,2009,,,3221845,0
3221671,"PGC3221671",334.3712,-27.3975,,18.5,15.08,8.37,2578,2642,,,133362,0
133362,"PGC133362",334.4216,-27.3653,-1.0,15.36,12.53,9.39,2585,2649,,,133362,0
3221971,"PGC3221971",332.8243,-27.2688,,19.12,14.8,8.01,1469,1534,,,3221971,0
758543,"PGC758543",332.4559,-27.192,,17.2,14.44,8.64,2639,2705,,,68140,0
68140,"PGC068140",332.233,-27.2228,3.9,14.59,11.69,9.74,2593,2659,,,68140,0
68157,"ESO532-022",332.2964,-27.1673,5.5,14.0,12.08,9.58,2599,2665,,,68140,0
761342,"PGC761342",332.8563,-26.9827,,18.8,14.86,8.49,2665,2732,,,761342,0
68345,"ESO533-004",333.5125,-26.9377,5.2,13.02,10.06,10.39,2596,2663,39.45,14,68345,1
3218711,"PGC3218711",329.6356,-27.6007,,19.13,15.03,8.29,2278,2343,,,3218711,0
762718,"PGC762718",331.5202,-26.8818,,18.35,15.38,8.06,2059,2127,,,762718,0
778690,"PGC778690",332.2462,-25.4621,,18.71,14.54,8.6,2646,2721,,,134349,0
134349,"PGC134349",332.3454,-25.4181,4.4,14.57,11.82,9.69,2546,2621,,,134349,0
3245323,"PGC3245323",332.5158,-25.3356,,18.3,15.31,8.29,2578,2654,,,134349,0
781497,"PGC781497",331.4397,-25.2098,,18.82,15.04,7.95,1512,1589,,,781497,0
3225571,"PGC3225571",337.5077,-29.598,,19.16,15.09,8.48,2938,2988,,,3225571,0
740604,"PGC740604",338.4612,-28.5273,,19.06,14.8,8.53,2737,2792,,,740604,0
3224693,"PGC3224693",337.8369,-28.4044,,19.13,15.03,8.47,2848,2904,,,69053,0
69053,"ESO468-006",337.8258,-28.4,7.0,14.78,11.93,9.71,2787,2843,,,69053,0
746828,"PGC746828",337.9854,-28.0199,,17.76,15.0,8.5,2878,2936,,,746828,0
3224540,"PGC3224540",339.308,-27.4411,,18.28,15.29,8.48,3238,3298,,,3224540,0
3251013,"PGC3251013",339.0987,-26.2937,,19.23,15.16,8.51,3148,3215,,,3251013,0
69271,"ESO534-001",339.029,-26.3134,8.8,14.13,13.33,8.58,1407,1474,,,69253,0
769952,"PGC769952",339.0609,-26.2425,,17.6,14.78,8.72,3381,3448,,,769952,0
3248302,"PGC3248302",338.9304,-26.0611,,18.67,14.58,8.08,1469,1537,,,69253,0
69253,"NGC7314",338.9416,-26.0505,4.0,10.89,8.3,10.6,1428,1496,16.75,14,69253,1
744475,"PGC744475",335.8537,-28.2095,,18.26,15.38,7.48,1027,1086,,,744475,0
743948,"PGC743948",335.711,-28.2541,,18.78,14.8,8.32,2122,2180,,,743948,0
3221270,"PGC3221270",336.1578,-27.566,,19.23,15.16,8.57,3388,3450,,,3221270,0
766211,"PGC766211",337.9846,-26.5909,,16.14,12.34,9.71,3434,3500,,,766211,0
3248366,"PGC3248366",338.5182,-25.8627,,18.39,15.37,8.45,3238,3307,,,3248366,0
3248655,"PGC3248655",336.233,-25.9341,,18.82,15.04,8.36,2488,2559,,,3248655,0
192362,"PGC192362",337.1295,-25.1314,,16.31,12.38,9.5,2712,2786,,,192362,0
767109,"PGC767109",340.2824,-26.5049,,17.97,15.18,7.82,1373,1438,,,769708,0
769708,"PGC769708",339.9665,-26.265,,17.36,14.6,8.05,1424,1490,,,769708,0
69444,"ESO534-015",340.0029,-26.124,2.4,15.13,14.18,8.93,3042,3109,,,69398,0
69398,"ESO534-009",339.6725,-25.8507,2.2,12.86,9.54,10.79,3341,3410,51.76,18,69398,1
775035,"PGC775035",339.7436,-25.7897,,18.38,15.37,8.45,3442,3511,,,69398,0
69403,"ESO534-010",339.7149,-25.7089,-3.5,13.92,10.01,10.6,3335,3404,,,69398,0
776717,"PGC776717",339.5715,-25.6371,,18.18,15.36,8.46,3026,3096,,,69398,0
198016,"PGC198016",340.3055,-25.6086,,16.57,12.43,9.63,3024,3093,,,69398,0
3250089,"PGC3250089",340.5018,-25.4119,,18.05,15.23,8.51,3058,3128,,,69398,0
3249974,"PGC3249974",341.2035,-23.9472,,18.8,14.86,8.68,3448,3525,,,69638,0
3250377,"PGC3250377",339.0408,-25.1903,,18.47,15.13,8.55,3478,3551,,,69398,0
69323,"ESO534-004",339.262,-25.2366,7.8,13.58,10.93,10.23,3433,3505,,,69398,0
197984,"PGC197984",338.9049,-24.6333,,16.97,13.94,8.35,1439,1515,,,197984,0
3250193,"PGC3250193",339.8501,-24.8898,,19.3,15.2,8.53,3268,3342,,,3250193,0
134459,"PGC134459",341.2409,-23.7081,0.0,16.03,11.93,9.85,3335,3414,,,69638,0
69638,"NGC7359",341.2,-23.6881,-2.0,13.29,9.57,10.79,3248,3327,,,69638,0
134460,"PGC134460",341.0818,-23.3914,6.7,14.82,12.82,9.49,3165,3245,,,69638,0
69635,"ESO534-021",341.1442,-22.9919,4.9,13.81,11.65,9.93,3149,3231,,,69733,0
69615,"ESO534-020",341.0433,-22.9736,3.4,15.29,12.51,9.63,3351,3433,,,69615,0
766069,"PGC766069",335.2296,-26.6039,,16.34,12.39,9.46,2666,2734,,,68583,0
68583,"ESO533-014",334.9613,-26.3417,-1.0,13.96,11.18,9.94,2546,2615,,,68583,0
768165,"PGC768165",333.9973,-26.4085,,17.36,14.6,8.62,2730,2799,,,768165,0
68437,"ESO533-005",333.933,-25.976,1.9,14.66,12.0,9.62,2610,2682,,,68437,0
